0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
21-01-0372-45,21-004,JALAPA,JALAPA,"COLEGIO PARTICULAR PARA SEÑORITAS ""MADRE ÁNGELA""",BARRIO LLANO GRANDE,51534709,VICTOR MANUEL PORTILLO RECINOS,GLENDY MARITZA NÁJERA HERNÁNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0374-45,21-004,JALAPA,JALAPA,"COLEGIO ""JARDÍN INFANTIL AGAZZI""","CALLE TRÁNSITO ROJAS 2-41 ZONA 1, BARRIO CHIPILAPA",41544001,VICTOR MANUEL PORTILLO RECINOS,HENRY EDILBERTO ESTRADA AGUILAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0376-45,21-004,JALAPA,JALAPA,COLEGIO ADVENTISTA MORIA,"2A. AV. ""A"" 0-84 ZONA 2 BARRIO SAN FRANCISCO",79222901,VICTOR MANUEL PORTILLO RECINOS,WIDMER RONEL PAZ COLINDRES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0380-45,21-004,JALAPA,JALAPA,"COLEGIO PREUNIVERSITARIO ""JUAN PABLO II""",CALLE TRÁNSITO ROJAS 0-73 ZONA 5,79225275,VICTOR MANUEL PORTILLO RECINOS,LÁZARO HAROLDO REVOLORIO LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0384-45,21-004,JALAPA,JALAPA,"COLEGIO EVANGÉLICO BILINGÜE ""LA ESPERANZA""","5A. AV. 0-56 ZONA 6, BARRIO LA DEMOCRACIA",33713678,VICTOR MANUEL PORTILLO RECINOS,ERICK DANIEL MONRROY BERGANZA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0392-45,21-005,JALAPA,JALAPA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,"CASERÍO LA LAGUNETA, ALDEA EL DURAZNO",50621665,THELMA YANETH POLANCO PEREZ DE CAMEY,ODILIA CRUZ CASTAÑAZA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0393-45,21-004,JALAPA,JALAPA,"CENTRO EDUCATIVO ""PALABRA DE VIDA""","ALDEA LA PASTORIA, POTRERO CARRILLO",40701530,VICTOR MANUEL PORTILLO RECINOS,LILIAN YOLANDA CHAVARRIA PACHECO,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0396-45,21-004,JALAPA,JALAPA,"COLEGIO PARTICULAR MIXTO ""LICEO JALAPA""","CALLE TRANSITO ROJAS 7-60, ZONA 1, BARRIO LA DEMOCRACIA",79220013,VICTOR MANUEL PORTILLO RECINOS,LESLY PRISCILA CARRERA RUÍZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0398-45,21-004,JALAPA,JALAPA,"INSTITUTO PARTICULAR MIXTO ""LICEO GÉNESIS""","CALLE TRANSITO ROJAS 0-36 ZONA 6, BARRIO CHIPILAPA",42252893,VICTOR MANUEL PORTILLO RECINOS,NESTOR EFRAÍN SANDOVAL CAMPOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
21-01-0399-45,21-004,JALAPA,JALAPA,"INSTITUTO TÉCNICO PROFESIONAL ""MIGUEL ANGEL ASTURIAS""","1A. CALLE 6-61 ZONA 1, BARRIO LA DEMOCRACIA",79222110,VICTOR MANUEL PORTILLO RECINOS,MIRIAM CONSUELO CARÍAS PÉREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JALAPA
